timestamp,stop_id,route_id,direction_id,trip_start_date,trip_id,route_long_name,agency_id,origin_stop_id,origin_stop_name,destination_stop_id,destination_stop_name,congestion_level,position_longitude,position_latitude,position_bearing,occupancy_status,vehicle_label,stop_name,stop_lon,stop_lat,current_status,aimed_arrival_time,expected_arrival_time,aimed_departure_time,expected_departure_time,stop_sequence
1643602228,547797,79830,1,20220130,143715940,"Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS",CXX,2431360,"Amsterdam, Centraal Station",2437970,"Nieuw-Vennep, P+R Getsewoud Zuid",null,4.760223865509033,52.30952072143555,0.0,null,2749,"Schiphol, P40 Parkeerterrein",4.774923,52.321912,STOPPED_AT,PT29H4M,1643601890,PT29H4M,1643601931,30
1643607320,547838,32189,0,20220131,144733960,"Zuid-Beijerland-Heinenoord",CXX,2295759,"Zuid-Beijerland, R. van Dorplaan",1927008,"Heinenoord, Busstation",null,4.48330545425415,51.80797576904297,0.0,null,5882,"Numansdorp, Oudesluis",4.444172,51.760619,IN_TRANSIT_TO,PT6H25M,1643606711,PT6H25M,1643606711,14
1643602216,548943,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Schiphol, Elzenhof/P5",4.786388,52.323373,IN_TRANSIT_TO,PT28H23M,1643599496,PT28H23M,1643599496,21
1643602227,548943,63689,1,20220130,143715670,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",1828327,"Haarlem, Station H",null,4.693774700164795,52.29030990600586,0.0,null,9822,"Schiphol, Elzenhof/P5",4.786388,52.323373,IN_TRANSIT_TO,PT28H53M,1643601298,PT28H53M,1643601324,21
1643602228,548943,79830,1,20220130,143715940,"Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS",CXX,2431360,"Amsterdam, Centraal Station",2437970,"Nieuw-Vennep, P+R Getsewoud Zuid",null,4.760223865509033,52.30952072143555,0.0,null,2749,"Schiphol, Elzenhof/P5",4.786388,52.323373,STOPPED_AT,PT29H2M,1643601825,PT29H2M,1643601825,28
1643602219,549022,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"Schiphol, Elzenhof/P5",4.785444,52.323754,IN_TRANSIT_TO,PT29H5M,1643601866,PT29H5M,1643601866,52
1643602216,648485,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Santpoort-Noord, Hagelingerweg",4.644712,52.432643,IN_TRANSIT_TO,PT29H12M,1643602250,PT29H12M,1643602250,63
1643602219,648496,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"IJmuiden, Plein 1945",4.62525,52.459572,IN_TRANSIT_TO,PT28H7M,1643598315,PT28H7M,1643598390,5
1643602219,827172,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"IJmuiden, Zeeweg",4.627369,52.456144,IN_TRANSIT_TO,PT28H8M,1643598392,PT28H8M,1643598392,6
1643602216,939679,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Haarlem, Schalkwijk Centrum",4.655872,52.360603,IN_TRANSIT_TO,PT28H51M,1643601163,PT28H51M,1643601163,47
1643602227,939679,63689,1,20220130,143715670,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",1828327,"Haarlem, Station H",null,4.693774700164795,52.29030990600586,0.0,null,9822,"Haarlem, Schalkwijk Centrum",4.655872,52.360603,IN_TRANSIT_TO,PT29H21M,1643602860,PT29H21M,1643602860,47
1643602220,939679,79847,1,20220130,143720668,"Haarlem Station - Amsterdam Bijlmer ArenA",CXX,2340430,"Amsterdam, Station Bijlmer ArenA",1828396,"Haarlem, Station",null,4.869431972503662,52.30384063720703,0.0,null,9803,"Haarlem, Schalkwijk Centrum",4.655872,52.360603,IN_TRANSIT_TO,PT29H51M,1643604712,PT29H51M,1643604730,46
1643602219,939681,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"Hoofddorp, Station",4.698933,52.292274,IN_TRANSIT_TO,PT28H51M,1643601035,PT28H51M,1643601074,39
